Tweet,S_Label,L_Label,B_Label
اللهم أنت عضدي وأنت نصيري بك أجول وبك أصول وبك أُقاتل ://./2,0,1,1
اللهم إني أعوذ بك من عذاب القبر وأعوذ بك من فتنة المسيح الدجال وأعوذ بك من فتنة المحيا وفتنة الممات  ://./4943,0,1,1
يعني حتى فلوسك و انت مسافر ليك حد معين تسحبه الجنسية المصرية لعنة بتفشخ فينا في كل مكان في الارض,0,0,0
تبقى هاتموت ع حد غيرك يشوف ان ف حياتك حاجات احلى كتير و يستخسره فيك بس اللى هو مايعرفوش انك مستعد تبيع كل ده ولا انك تتحمل ضياع الشخص ده منك,0,0,0
قاسية و ساعات حنينة ~,0,0,0
قال ﷻ ﴿فقلت استغفروا ربكم إنه كان غفارا﴾، بالإستغفار تنجلي هموم، وتُحط خطايا وأوزار، وتُرزق بالمال والبنين، أستغفر الله العظيم وأتوب إليه.,0,0,0
"مش حرام يعنى زمايلنا يجييوا النتيجه ويطمنوا عشان ليهم معرفه ف الكنترول 
واحنا نقعد كدا بق ع اعصابنا 😣😣
#سلطه✌",0,0,0
انتو لو بتخدوا كورسات عشان تضايقونا مكوونتوش هتعملونا بالطريقه ديه والله,0,0,0
الدكتور النهاردة سألني سؤال قلتله مش مذاكراه قالي برافو عليكي انك مضيعتيش في وقتي وحاجة منتهى برضه هاتاخدوا العجل جدا.,2,0,4
انا مهما كبرت تافه .,0,0,0
💃💃💃💃🏻عبدالله يا عبدالله ://./3,0,1,1
@_ سوري اندمجت شوية 😂😂,0,0,0
اللهم إني أسألك الجنة وأعوذ بك من النار ://./7169,0,0,0
الانتصار الوحيد الى فى عهد السيسي هى انتصار مراته 😂✌,0,0,0
(ولقد راودوه عن ضيفه فطمسنا أعينهم فذوقوا عذابي ونذر) [القمر:37] ://./29,0,0,0
الفرق بين الدول و تقدمها مدي ارتقاء طلابها و مدي تقدم تعليمها ://./89,0,0,0
انا مينفعش اقول حاجة اصلا,0,0,0
"يااااااااااااارب
النصر .. لــ #مصر .. 🇪🇬",0,0,0
"- الڤلانتين قرب 
= مش متابع و الله..",1,0,3
"💚
لم يَخلق الله أحدًا مكروهًا قط، و إنَّما نبغضُ مِن الناس الصُّوَرَ المكروهة التي يُحْدِثونها؛ فعملك شخصُك الحقيقيّ!

مصطفي صادق الرافعي
.",0,0,0
عرض 50% رومانس العين السخنة -    %50 ://./83,0,0,0
استغفر الله العظيم,0,0,0
لا بس العالم اللي بتقول كويس عشان السيسي و اعلامه و نظامه ميركبوش علي الانجاز ديه عالم عجيبة فعلا....ما هو يا برنس مش هنفرح بالخراب نكاية,0,0,0
اللي عارف إني مبحبش المشي دة حد عارفني نيك : ://./,0,0,0
اللهم صل وسلم على سيدنا محمد وعلى آله وصحبه أجمعين ://./,0,0,0
ولا في غيره يفرح الشعب 😍 ://./0065,0,0,0
@730 معلش حبيبتي كلنا من امبارح في صدمة ، المرات الجاية كتير ان شاء الله ، مش آخر الدنيا 😘😘,0,2,2
اللَّهُمَّ إني أسألك النعيم يوم القيامة والأمن يوم الخوف . ://./1,0,0,0
@ أسكت بقى 😢😢,0,0,0
مسلسل #البشاير بتاع #محمود_عبد_العزيز و #مديحه_كامل جميل اوى وكل مسلسلات اواخر التمانينات والتسعينات تحفه اصلا ..,0,0,0
@_ بتضحك!! احنا منهارين,0,1,1
علي الأشياء الجميلة أن تأتي بقى، زهقت.,0,0,0
نخش في الترم التاني علي طول 😂👊🏻 ://./,0,0,0
صف جنب أخواتك ://./,0,0,0
سبحان الله والحمد لله والله أكبر ://./4,0,0,0
موضوع انك تبقى مضطر تضغط على نفسك وتوزع ابتسامات وتمثل انك مبسوط قدام اللى حواليك وانت شايل الهم ومضايق،ده بحد ذاته بؤس وبيزيد تعبك تعب!...,0,0,0
@_ اخر واحدة اجمد واحد عشان الواد كان جاي عشمان اوي,0,0,0
أكثر الناس عفواً وصفحاً أشدهم تقوى لله، وأقلهم عفواً أقساهم قلباً وأضعفهم إيماناً ( وأن تعفوا أقرب للتقوى ) ://./75,0,0,0
اللهم اغفر لي، وارحمني، واهدني، وعافني، وارزقني ://./,0,1,1
"@5  و باسم جاهز !!!!
و حفنى جاهز !!!
بطلوا تطبيل بقا و اتقوا الله...",0,1,1
روان صحبتي يا جماعه المعني الحقيقي للصاحب الجدع اللي بيساغدك عالنجاح 😂😂❤ ://./8,0,0,0
محتاج أسافر يومين أفصل فيهم، حاسس اني قربت أحدف الناس بالطوب في الشارع ..!,0,0,0
اللهم اجعلنا اوفر عبادك حظا في الدنيا والاخرة ://./4,0,0,0
احب اكون المركز الأخير دايما وبلا فخر ✋😎 ❤ ://./806,0,0,0
@_ لسة فاهمة القلشة حالا سوري :,2,0,4
"@ @ @ معاك فى المشكلة بس محتاجة طريقة أحسن بكتير لدخول الضيوف للسكان,لازم أبليكش موبايل ولا حاجة سريعة مش ورق",0,0,0
في خناقه من شويه تحت العماره وامين شرطه دخل يفض الخناقه خد علقه تمام.. الغريب بقي اني مشفتش للأمين اي رده فعل بعد الضرب اللي خدو,0,0,0
"من سنن الوضوء, الدلك , و الدلك هو إمرار اليد على العضو مع الماء أو بعده #نشر_سيرته #ﷺ",0,0,0
اللهم اني اسالك زيادةً في الدين وبركةً في العمر وصحةً في الجسد وسعةً في الرزق وتوبة قبل الموت ://./7,0,0,0
"#شبكة_عاجل_الإخبارية
#منال_أغا ://./11",0,0,0
سبحان الله والحمد لله والله أكبر لا إله إلا الله وحده لا شريك له له الملك وله الحمد وهو على كل شيء قدير ://./1813,0,0,0
سبحان الله والحمد لله والله أكبر لا إله إلا الله وحده لا شريك له له الملك وله الحمد وهو على كل شيء قدير ://./5,0,0,0
@16  اي الدعم ده كله 😒,0,0,0
@11_11 @_1 اللهم امين يارب العالمين,0,0,0
"#فيلم هذا الأسبوع هو      
درامي وغموض 
مقتبس من رواية تحمل نفس الأسم 
تقييم : 6.6
سنة الإنتاج 2016 ://./17",0,0,0
@ اه يا بابا يوسف عمل يكتب  دخلت فى عينى 🚶🏻🐸 ://./9,0,1,1
مسلسل عائله الحاج متولي ❤❤ مهما شوفته كل مره بتفرج عليه كأنها اول مره والله 😍😂,0,0,0
"﷽
﴿يا أيها الذين آمنوا استعينوا بالصبر والصلاة ۚ إن الله مع الصابرين﴾
⬅️ ://./1950",0,0,0
ولا شئ يسرق عمر المرأة كانغماس سنواتها فى حكاية بلا أمل,0,0,0
"ربِّ أسألك خير ما في هذا اليوم وخير ما بعده
♻️ ://./9",0,0,0
عن أبي هريرة  قال أوصاني خليلي صلى الله عليه وسلم بثلاث صيام ثلاثة أيام من كل شهر وركعتي الضحى وأن أوتر قبل أن أنام - صحيح البخاري ﷺ,1,0,3
"ماشي فحياتي مؤخراً بمبداء ""قشطة انا بحب كده""",0,0,0
@79 @_ حقيقى و وجود ترامب حيصعب الموضوع بس لسة بدرى عشان نحكم و خلافات النظام الداخلية سهل تهده من غير ما نعمل حاجة :),0,0,0
اللهم إني أسألك علماً نافعاً ورزقاً طيباً وعملاً متقبلاً ://./80,0,1,1
من الجهل النزول يوم 11/11 ضد السيسى ونتظاهر ويحصل اشتباكات وبعدها يموت كتير ينزل الجيش يمسح الدم  ومش بعيد يشارك... ://./17671,0,0,0
و يفووووووت العمر لو استنيت ....,0,0,0
نزلت اجرى 6كم مشيتهم ...,0,0,0
@ @ اشكرك على . كلمة الحق,0,0,0
يلا يا اهبل يا ابن الاهبل ربنا يشفيك بجد 😀😀 ://./8,0,0,0
ده حقيقى فعلا دول عمرهم ما بيشجعوا مصر ://./4,0,0,0
"الواد رقم ٧ بتاع منتخب المغرب كان بيسب الدين في سره طول الماتش للمحمدي 😂😂😂 
#شجع_مصر",0,0,0
@ انا معنديش مشكلة، انا بنت جدعة عامة 😃,2,0,4
يا حي يا قيوم برحمتك أستغيث أصلح لي شأني كُله ://./1,0,1,1
#عن الاشخاص اللى ب طلع العيب ف المجتمع والعيب اصلا فيهم !,0,0,0
{ومن الناس من يعبد الله على حرف فإن أصابه خير اطمأن به وإن أصابته فتنة انقلب على وجهه خسر الدنيا والآخرة ذلك هو الخسران المبين}.,0,0,0
الحمد لله الذي أطعمنا وسقانا وكفانا وآوانا فكم ممن لا كافي له ولا مؤوي ://./4943,0,0,0
ايه الاوڤر اللي قبل ماتش الاهلي و الزمالك دي كلها طيب 😒,0,0,0
هبروزها وأعلقها وبعدين اطبعها و اوزعها علي كل ال اعرفهم ://./,0,0,0
@7 و رغم كده مازال و هيفضل يكسب 😂 مكسبه مضمون,0,0,0
اللهم إنا نسألك زيادة في الأيمان وبركة في العمر وصحة في الجسد وسعة في الرزق ://./46,0,0,0
@ @1 @ @ شوفتى فيلم   ?,0,0,0
تروح مكان إزاي فيه ناس كلها بتحور على بعضها و بيتكلمو على بعض من ورا بعض #قالك مدرسة فى #الثانوية,0,0,0
ربي أعوذ بك من الكسل وسوء الكبر  ://./40,0,1,1
أذكار الأذان:اللهم رب هذه الدعوة التامة والصلاة القائم ://./40,0,0,0
اللهم أحسن عاقبتنا في الأمور كلها، وأجرنا من خزي الدنيا وعذاب الآخرة ://./7169,0,0,0
شكر خاص من منتج مارلبورو ميدايم للمرت الاصفر لاتاحة الفرصة والاختفاء من السوق.,0,0,0
@_ هو مش انا كنت ماما باين 👵🏼,2,0,4
فطوبي #للغرباء 😟😔,0,0,0
حسبي الله لا إله إلا هو عليه توكلت وهو رب العرش العظيم ://./37,0,0,0
لا إله إلا الله الواحد القهار ربُّ السموات والأرض وما بينهما العزيز الغفار ://./6067,0,0,0
بعيد عنك، حياتي عَذَاب متبعدنيش بعيد عنك ❤,0,0,0
"""وَلِكُلٍّ وِجْهَةٌ هُوَ مُوَلِّيهَا فَاسْتَبِقُوا الْخَيْرَاتِ """,0,0,0
@120 @__ اشرف سائل واحده مفخده اكيد فالكليه هي اللي ممكن يطلع منها حوار الورك ده,0,1,1
اللهم أنت السلام ومنك السلام تباركت يا ذا الجلال والإكرام ://./55,0,1,1
اللهم لا سهل إلا ما جعلته سهلاً وأنت تجعل الحزن إذا شئت سهلاً ://./38,0,0,0
سلمى 01060834405بحب المتعه اوى والشرمطه بس مع الجادين كلمنى واتاكد بنفسك ونتفق سوا ع الميعاد والمكان 01060834405… ://./7,0,1,1
قال رسول الله إنكم سترون بعدي أثرة وأمورا تنكرونها قالوا فما تأمرنا يا رسول الله قال أدوا إليهم حقهم وسلوا الله حقكم -- صحيح البخاري #,1,1,5
الحضري الاسطورة 🙌💃🌸,0,0,0
الذكر عند الدخول المنزل:بسم الله ولجنا وبسم الله خرجنا  ://./40,0,0,0
بلاش تراقبوا حاجه مبقتش ليكوا عشان متوجعوش قلبكوا ع الفاضي,0,0,0
@ موها موها باقي ١٠٠ بس ونوصل اللمليون ://./,0,0,0
سيمضي هذا الحزن، سيتغير كل شئ، سيجعل لك اللّه من كل ضيقٍ مخرجًا، سيسخر لك من يشبهك فيسعدك ويعيش ليري ضحكتك، فلا تقلق حيال شئ .!,0,0,0
@ مش بعيد ع واحد فرط ف أرضه انه يقول كدا .. بزمتك انت فاهم يعني ايه إسلام !!! ابقي قول لربنا دي حرية شخصية,0,1,1
@_28  ممكن في يوم تلعب للأهلي ؟؟,0,1,1
"تويته فى حب ضاضا 😘
 #فولورز_افتتاحيه_تيم_الصداره ://./1",0,0,0
اللهم أصلح حالنا وأبعد عنا الهم والضيق والحزن  ://./21,0,0,0
بحب مي ممدوح ومش بحب اشوفها زعلانه من اي حد 😢,0,0,0
(بل قالوا إنا وجدنا آباءنا على أمة وإنا على آثارهم مهتدون) [الزخرف:22] ://./7173,0,0,0
دعاء سجود التلاوة:سجد وجهي للذي خلقه وشق سمعه وبصره بحوله وقوته {فتبارك الله أحسن الخالقين} ://./7,0,0,0
الذكر بعد الفراغ من الوضوء:أشهد أن لا إله إلا الله وحده  ://./9,0,0,0
خلاص هسمعه راديو وامري لله 😑😰 ://./4,0,0,0
الصحيان في الوقت دة غلط جداً والله حد يشغلني أو يقطع عني النت أو أي خرا :,0,0,0
@6 و كمان علمي رياضة,0,0,0
"الربا عندما ينتشر في مجتمع فإنه يقسّمه إلى سادة وعبيد، كما يكون سبباً في ضياع استقلال الأمم النامية.

والحكومات... ://./6",0,0,0
اللهم لك الحمد كما تحب وترضى ://./7,0,0,0
@3_722 انت علي وضعك بجد,0,1,1
و دا هيتاكل ولا هيتذاكر ! 😂 ://./,0,0,0
دائماً أرگض خلف أحلامي وأؤمن بها،  وفي اليوم الذي سأفقد فيه إيماني، حتماً سأنتهي. 😞✋,0,0,0
"باى باى جابون موبايلات بقى
حد يجيب كماتشو يدربه ؟؟؟😬😬😬😂😂😂😂😂😂😂 ://./22",0,0,0
طب ايه طيب هنفضل ع كده كتير مش هينفع وربنا ....,0,0,0
ان مكنتيش نصيبى ف الدنيا . يارب تكونى نصيبى ف الاخرة,0,2,2
@_ دا انا هخربها يا فندم ... خلصانة 😅,0,0,0
#وداعا_الساحر_محمود_عبد_العزيز ://./5,0,0,0
هو انا لو قولت أني متفرجتيش علي الماتش ومش مهتمة هتحط في النوتي كورنر؟,2,0,4
حل-محترمه و برضه بحس ابوكي بيكرهني معرفش ليه شوفي حل بقي,0,0,0
تقولي ايه اكتر حاجه تخنقك اقولك الروتين ، عشان كده بقيت بطلة في اللامبالاه 👊🏻👊🏻#شابوووووووه 👏🏼👏🏼👏🏼👏🏼,0,2,2
لأمي  #تقول_محتاجلك_لمين,0,0,0
الواد ابو كيس بلاستك غفلنا كلنا وهو الوحيد اللي جاب 40,0,0,0
أرجو منك أن تخبرني برأيك عني بصراحة، فأنا لن أتعرف على هويتك - ://./5 # #,0,0,0
المبالغة ف إظهار الجمال قبح,0,0,0
أعوذ بكلمات الله التامات من شر ما خلق ://./40,0,1,1
الكارت الاصفر يليق بك 😂😂🙊,0,0,0
نعم الله عليكى : —  ://./03,0,2,2
@010 طبعا واؤيدك بشده، لازم المتلقي يضع حدود ويخرج الناس من حاله المجاذيب ويهتموا بالامور التي ترتقي بفكرهم وحالهم,0,0,0
الحاجات اللي شبه كدة بيبقى اكلها خرا نيك عادة ://./1,0,0,0
¨اللَّهُمَّ إني أسألك النعيم المقيم الذي لا يحول ولا يزول. ://./7,0,0,0
لكي الله ياام الشهيد فقد الابن يعني ان تحيا وبعضك ميت,0,2,2
#صاحب_تويتر_فولورزللاربع ://./550,0,0,0
يا مسهل الكرة ديه تيجي,0,0,0
يابن اللعيبة 😂 ://./8,0,1,1
"معندهااش تويتر..😂😂
#البيباا..🐸❤ ://./78",0,0,0
اللهم اغفر للمسلمين والمسلمات والمؤمنين والمؤمنات الأحياء منهم والأموات ://./55,0,1,1
سامو عليكو سامو عليكو  #ان_كان_كدا_ماشي,0,0,0
وائل عباس يكتب: نظرية هات ضلفها  ايه ده انتي مستشفى الشرطه ؟ لأ دحنا نعملك سور خراسانه بقا://./4  @,0,0,0
طيب انا عايزة اتكلم!,2,0,4
@66 @ مش صح حكاية الكرسى دى علشان طالما ربنا اراد كان ممكن يحصل اى حاجه تانى غير يناير تخليه رئيس مصر,0,0,0
@ الشوزات معايا بتفضل فترة طويلة جديدة وسليمة,0,0,0
هو ده لودا اللي انا اعرفه 😂 ://./573,0,1,1
@ ربنا ينور طريقك يا ابني,0,1,1
من ابوخ الأيام ع الإطلاق ، ماكنتش متوقعة انه بعد الفترة دى كلها يحصل فيا كده و ماقدرش أفلت بصرف النظر عن موقف نانسى اللى موتنى ضحك بعدها :),0,0,0
اللهم إني أسألك الجنة وأستجيرك من النار ://./38,0,0,0
@_  راحه فين😮,0,0,0
قدرنا اصله مش صدفة❤🎶,0,0,0
اللهم صلّ وسلم على حبيبنا محمد وعلى آله وصحبه ومن اتبعه بإحسان إلى يوم الدين. صلى الله عليك يا رسول الله وسيد الخلق.,0,0,0
(إن للمتقين عند ربهم جنات النعيم) [القلم:34] ://./7173,0,0,0
دعاء السجود:سبحانك اللهم ربنا وبحمدك اللهم اغفر لي ://./9,0,0,0
"@_ الله
ما اجملها من كلمات تصف حبنا  وتقديرنا 
 لرسول الله صلى الله عليه وسلم 
سلمت يدك",0,0,0
ءأَمِنتُم مَن فِي السَّماءِ أَن يَخسِفَ بِكُمُ الأَرضَ فَإِذا هِيَ تَمورُ ﴿١٦﴾ -- سورة الملك #,0,0,0
ليس مجرد وقت سئ ويمر سيستمر للأبد اذا كنت تعاني ستستمر المعاناه ولن تنتهي فلتكن مؤمن بالواقع🌼❤,0,0,0
@92 خساره المنتخب ولا مكسبه مش هتنسيه الهم اللي هو عايش فيه اخره هينسي يومين !,0,0,0
@ ماانتي هتفضلي هبله طول عمرك 😂😂😂😂  ياابنتي هنبقي اكبر رئساء عصابه في العالم 😂😂,0,2,2
لا تكلف أحداً فوق طاقته ، فلا تطلب ما ليس بيده و لا ما يقدر عليه ، عامله بقدره .. و إن كانت لديك الإستطاعة ، زد... ://./,0,0,0
@_ الله يرحمها,0,0,0
فيلم ساعة ونص مجمع كل مسببات البؤس اللي في الدنيا يعني ممكن حد ينتحر بعديه عادي,0,0,0
"رئيس حملة هيلاري لأنصارها : شكراً .. روحوا ناموا
#الانتخابات_الامريكية",0,0,0
لا إله إلا أنت سبحانك إني كنت من الظالمين ://./55,0,1,1
مش بطال ماشي😌 ://./4,0,0,0
"#مقال_اليوم
كيف تكتب مذكراتك
مترجم بقلم سماح ممدوح

إبدأ بإجراء سلسلة من القرارات. مثلا:فى التاريخ العائلي لابد... ://./",0,0,0
هي متكتبش كده تكدب طلما مافيش حد من اهلك مريض يبقي انت مفيش حاجه تستاهل تفكر فيها حتي ولا ليك الحق حتي تشتكي وتفضل… ://./5459,0,1,1
سبحان الله والحمد لله والله أكبر ://./40,0,0,0
بيوتيفول😍 ://./50723,0,0,0
@ شكرا يا دكتور ربنا يخليكى,0,2,2
أستغفر الله العظيم وأتوب إليه ://./5,0,0,0
أقسم بالله انت راجل ابن وسخة @ ://./961,0,1,1
سمير غانم في مسرحيه متزوجين😂😂😂 ://./87,0,0,0
يا حي يا قيوم برحمتك أستغيث ، أصلح لي شأني كله ، ولا تكلني إلى نفسي طرفة عين #أذكار_الصباح_والمساء #,0,1,1
@ يا عّم مشكلتنا ان دي اهم حاجة في حياتنا😂😂😂❤,0,1,1
فَصَبْرٌ جَمِيلٌ ۖ عَسَى اللَّهُ أَنْ يَأْتِيَنِي بِهِمْ جَمِيعًا ۚ |~,0,0,0
هل تعلم أن #الزمالك &;3 لا يخسر مع خير #أجناش الارض 💪💪👊👊,0,0,0
"كلها سنتين وهتستغربوا مصر بقت كده إزاي
#أقوال_مأثورة
#إذا_قال_فعل ://./19034",0,0,0
اللهم انك عفو كريم تحب العفو فاعف عنا يا كريم ://./37,0,1,1
الحمد لله لا إله إلا الله وحده لا شريك له له الملك وله الحمد وهو على كل شيء قدير ://./249,0,0,0
صديقي .. الحياة رحلة سفر ، و حتى المحطة التالية لا تجعل فترة جلوسك علي المقعد بجواري مملة ، فلا تتذمر من جلوسي بجوار الشباك .,0,1,1
قال رسول الله صلى الله عليه وسلم:اللهم أحيني ما كانت الحياة خيرا لي وتوفني إذا كانت الوفاة خيرا لي -- #تويت_حديث  ://./60,1,0,3
@ @ @ ولاد النادى,0,1,1
اللهم لا سهل إلا ما جعلته سهلاً وأنت تجعل الحزن إذا شئت سهلا ://./75,0,1,1
عن أبي هريرة رضي الله عنه أن رسول الله ﷺ قال ( الساعي على الأرملة والمسكين كالمُجاهد في سبيل الله .. ) متفق عليه  ://./75,1,0,3
"في وسط تلاته في وسط تلاته  يا مالك القلب هل انتهي امري يا اسر الحب لسه بترن في ودني لحد دلوقتي والله ❤❤😂😂 
انا الاس… ://./649",0,1,1
@7 احنا مش بنلعب أساسا ... دا تهجيص,0,0,0
وَكُلُّهُمْ آتِيهِ يَوْمَ الْقِيَامَةِ فَرْدًا ﴿٩٥﴾ -- سورة مريم # #قرآن,0,0,0
كنت دايما والله بعد كل ماتش زمالك لو كسب ادخل اهنيه لو خسر اواسيه، إنما تعمل إيه في شخص جبلة؟,0,0,0
"متخلوش العيد ميلاد ينسيكم جون مجدى عبد الغنى 
فى كٱس العالم 😂😂😂😂😂
 #فؤش_وفولورز_عيد_ميلادة",0,0,0
اللهم اهدني فيمن هديت وعافني فيمن عافيت وتولني فيمن توليت ://./0,0,0,0
رضيت بالله رباً وبالإسلام ديناً وبمحمد صلى الله عليه وسلم نبياً ://./5,0,0,0
سلمى بحب المتعه اوى والشرمطه بس مع الجادين كلمنى واتاكد بنفسك ونتفق سوا ع الميعاد والمكان 01060834405… ://./,0,1,1
أنا أيه ألي دخلني ميتين أم علمي,0,0,0
@ لا انت كده في  متقدم، ماتقلقش خلاص انا قررت أتبنى حالتك 😃,0,0,0
"بعتلى نظرة .. بعتله  😤
بعتلى همسة .. سمعتله 😯

بس و قالتى ادفعلى علشان معيش فكة 🤣🤣",0,0,0
"﷽
﴿أف لكم ولما تعبدون من دون الله ۖ أفلا تعقلون﴾
⬅️ ://./1950",0,0,0
يارب تكمل ع خير 🙌,0,0,0
"الحارس الله عليگ ايه دا ماشاالله 😍
#بتاعت_الراديو 😉 
@ ❤ ://./597",0,0,0
لقد نشرت صورة جديدة علي فيسبوك ://./4001,0,0,0
اللهم إني أعوذ بك من الهم والحزن والعجز والكسل والبخل والجبن وغلبة الدين وقهر الرجال ://./9,0,1,1
اللقطة دي عمري ما هنساها زيدان نهائي كأس العالم 2006 اخر ماتش في مسيرته ضحي بالبطولة واتطرد علشان لاعب شتمه علشان م… ://./88,0,0,0
أعوذ بكلمات الله التامات من شر ما خلق ://./6067,0,0,0
مدحت شلبي لما الكاميرا جت على مانويل چوزيه بيسف قالك عبده مشتاق !! ده اتجنن باين 🤔 هوووزلت يعني .. جتك البلا 🖕🏼,0,0,0
@242 وعاملنها عشة فراخ 😂,0,0,0
عايزة اسافر,2,0,4
احنا واقعين بين نصابين من اتجاهين عكس بعض، اغلب المواقف اللي عدت علينا و ناس هنا هللت و انحازت في الحقيقة كان ابطالها الاتنين نصابين,0,0,0
اللهم إني أسألك خير هذه اليوم:فتحه ونصره ونوره وبركته وهداه وأعوذ بك من شر ما فيه وشر ما بعده ://./843,0,1,1
مفيش حاجه بتفضل علي حالها ✋,0,0,0
من كان آخر كلامه لا إله إلا الله دخل الجنة ://./95,0,0,0
@__ لا معلش انا اختلف علّيا الامر كنت مفكراها منهار 😄,0,0,0
دعاء لبس الثوب الجديد:اللهم لك الحمد أنت كسوتنيه أسألك من خيره وخير ما صنع له وأعوذ بك من شره وشر ما صنع له,0,0,0
لن تغني عنهم أموالهم ولا أولادهم من اللـه شيئا أولئك أصحاب النار هم فيها خالدون ﴿١٧﴾ -- سورة المجادله #َ,0,1,1
سبحان الله وبحمده سبحان الله العظيم 😍,0,0,0
"من أروع ما قرأت اليوم:
قيل للقعقاع الأوسي :
قل لنا شيئاً عن الجنة يشوقنا إليها
قال : 
فيها رسول الله ﷺ ..... ://./",1,1,5
@__ انته جبت البنت بتحب الفخاد دي منين ها ها,0,1,1
كنت روحي لما كان جوايا روووح,0,0,0
  : ريبال الخضري  - عجباً لغزالٍ قتّالٍ عجبا  @ ://./6  #,0,0,0
سبحان الله وبحمده سبحان الله العظيم سبحان الله عدد النعم سبحان الله عدد خلقه، ورضى نفسه، وزنة عرشه، ومداد كلماته ://./6067,0,0,0
اللهم إني أسألك علماً نافعاً ورزقاً طيباً وعملاً متقبل ://./2,0,0,0
عقبال ما يولعوا في نار جهنم 👐 ://./8,0,0,0
يعنى الناس ال بتكتب يا رب صبرنى انا تعبت و كل الكلام دا يعنى بالعقل كدا مش دا كلام اولى يتقال فى الصلاة لربنا و بس ولا لازم الكل يعرف !,0,0,0
بغض النظر عن التشوه اللي فوق بقي، لازم نحتفل بحواجبي بجد ://./,0,0,0
القبول ده حاجه كده من عند ربنا مش بالعافيه والله 😏,0,0,0
الى بيحبوا البنات عشان يوصلوا لصحباتهم دول هيولعوا بجاز.,0,0,0
من بين كل اللى عرفتهم مبحلمش غير بيكى هى روحك مش هتفارقنى زى ما افترقنا ولا ايه,0,2,2
(إنك لا تهدي من أحببت ولكن الله يهدي من يشاء وهو أعلم بالمهتدين) [القصص:56],0,0,0
اللهم إني أسألك علماً نافعاً ورزقاً طيباً وعملاً متقبل ://./11,0,1,1
قد نثرت ياربُ دعائي ، فإرحم اللهم ضعفي ورجائي  واجب دعوةً في لب قلبي ، وازل يارب همي وشقائي ://./,0,0,0
"وعشان تسافر لازم تحط 2000 دولار ...
احطهملك فين يا مصر!!!!",0,0,0
@14 هما فين لما نبضن عليهم😂😂,0,0,0
@314 عاش 👏💪,0,0,0
@_ الساعة كام يا أسماء ؟,0,2,2
@ اللهم اهلكها و اخرجنا منها سالمين 👳,0,0,0
هو رمضان كريم على عينى و على راسى بس ال يقل عقله نعرفه تمامه سهلة جداً,0,0,0
@ ما هو شرع ربنا الذي تقصده؟,0,0,0
هو انا بحترم صالح سليم بس لدرجه اني احلم بانجازاته 😂😂😂,0,0,0
@   ايه بس استهدي بالله. لا سني ولا لياقتي يسمحولي بكدة,0,0,0
صباااح الخير😌,0,0,0
@ بتتكلم*,0,0,0
نرجع نكره البلد اكثر من الاول.,0,0,0
اللهم أنت ولينا فاغفر لنا وارحمنا وأنت خير الغافرين* واكتب لنا في هذه الدنيا حسنةً وفي الآخرة ://./46,0,1,1
"@10 
والله العظيم صح برضو تصدقي ..... 😂😂😂😂",0,2,2
لأ ويجل دة هناك عند اصحابك الشراميط هنا هتعمل شفط دهون,0,1,1
@__ ادلعنا كتير الشوط الاول,0,0,0
@ @2008  طب و ميكانيكا,0,0,0
مثلا ://./,0,0,0
قال رسول الله صلى الله عليه وسلم ما بين بيتي ومنبري روضة من رياض الجنة ومنبري على حوضي -- صحيح البخاري # #ﷺ #ﷺ,1,0,3
"لا إله إلا أنت سبحانك إني كنت من الظالمين 
♻️ ://./9",0,1,1
@ بلا كسرت بلا نيلة والله كسرت الفناجين والقزاز من صوتها البشع اللي كله زعيق.,0,0,0
* وانا بفكر هبدأ مذاكرة الفاينال منين ! * ://./9,0,0,0
يارب الكره الارضيه كلها تزعل وتتحرق ومي لا 😢💔,0,0,0
سلمى بحب المتعه اوى والشرمطه بس مع الجادين كلمنى واتاكد بنفسك ونتفق سوا ع الميعاد والمكان 01060834405… ://./3662,0,1,1
صباح الخخخخخخير.,0,0,0
لو بتحبها خاف عليها😂😂😂 ://./3,0,0,0
اللهم أكتب لي بها عندك أجراً وضع عني بها وزراً واجعلها لي عندك ذخراً وتقبلها مني كما تقبلتها من عبدك داود ://./6067,0,0,0
دي البت ام عيون حلوة اكيد 🐒🙈🙈 ://./661,0,0,0
و لا زالت تعليقات و تشييرات الماتش مستمرة حتى الآن ،،😑,0,0,0
@_ طبعا ومؤكد المهم جت الفرصه الكل يقف مكانه ونطبق القوانين بجديه ونطيح بكل من المرتشي والراشي والمخالف والبلطجي، دي نقطه البدء,0,0,0
اللهم إني أسألك الأنس بقربك اللهم دبر لي فأني لا أحسن التدبير ://./46,0,0,0
الذكر عند الدخول المنزل:بسم الله ولجنا وبسم الله خرجنا  ://./9,0,0,0
حكمة توك توك تلخص حال البلد (مش شغلتنا بس بدل قعدتنا ),0,0,0
ربنا عالظالم و المفتري. #ايه_ضااااه ://./1,0,0,0
@ @__ @ بجد فعلا :),0,0,0
و اللي نفسه قصاد حبيبه يبان عليه حبة مشاعر~,0,0,0
@ لا دى حقيقه الدكتور منعه 😂😂,0,0,0
الحمد لله الذي أطعمنا وسقانا وكفانا وآوانا فكم ممن لا كافي له ولا مؤوي ://./80,0,0,0
@1 ياامى ياامى يامى 😂😂,0,2,2
اهو دا كلام الناس اللي مكمله تعليمها ... ://./,0,0,0
